,ID,First_Policy,Education,Salary,Area,Children,CMV,Claims,Motor,Household,Health,Life,Work_Compensations,Abandoned,Education_Class,Higher_Education,Years_Education,Customer_Years,Annual_Profit,Total_Premiums,Salary_Invested,Motor_Share,Household_Share,Health_Share,Life_Share,Work_Share,Incoherent
1437,1452,1987,High School,1389.0,2,0,464.55,0.5,99.02,489.55,233.71,116.91,35.56,0,2,0,12,29.0,16.01896551724138,974.75,5.848032157427406,10.158502180046165,50.223134136958194,23.97640420620672,11.993844575532188,3.648114901256733,0
1438,1453,1993,High School,3070.0,4,1,160.37,0.76,185.37,248.95,256.16,12.78,70.9,0,2,0,12,23.0,6.972608695652174,774.16,2.1014115092290986,23.94466260204609,32.15743515552341,33.08876717991113,1.650821535599876,9.158313526919502,0
1439,1454,1991,BSc/MSc,4499.0,1,0,-19.56,0.99,323.06,35.0,249.49,2.89,29.56,0,3,1,16,25.0,-0.7824,639.9999999999999,1.185448618211454,50.478125000000006,5.468750000000001,38.98281250000001,0.45156250000000014,4.61875,0
1440,1455,1978,BSc/MSc,1509.0,3,1,365.96,0.42,339.84,83.9,175.81,51.12,25.45,0,3,1,16,38.0,9.630526315789472,676.12,3.733819306383919,50.26326687570254,12.409039815417382,26.00278057149619,7.5607880257942375,3.7641247115896586,0
1441,1456,1988,High School,2614.0,2,1,1.23,0.96,355.18,99.45,180.48,29.56,0.0,1,2,0,12,28.0,0.04392857142857143,664.67,2.1189428717163987,53.437043946620136,14.962312124813817,27.15332420599696,4.447319722569095,0.0,0
1442,1457,1992,BSc/MSc,2342.0,4,1,24.68,0.92,272.72,97.8,177.7,48.12,57.79,0,3,1,16,24.0,1.0283333333333333,654.13,2.327533447196129,41.69201840612723,14.951156497943833,27.16585388225582,7.356335896534327,8.834635317138794,0
1443,1458,1991,BSc/MSc,2209.0,3,1,345.97,0.34,371.96,4.45,186.48,6.78,0.0,1,3,1,16,25.0,13.8388,569.67,2.1490493435943865,65.29394210683378,0.7811540014394299,32.734741165938175,1.1901627257886147,0.0,0
1444,1459,1989,PhD,1670.0,1,1,440.65,0.23,413.19,43.9,139.25,0.0,11.89,1,4,1,20,27.0,16.32037037037037,608.2299999999999,3.035079840319361,67.93318317083998,7.217664370386204,22.89429985367378,0.0,1.9548526051000448,0
1445,1460,1991,BSc/MSc,1721.0,1,1,-44.67,1.03,305.17,132.25,151.03,39.34,59.01,0,3,1,16,25.0,-1.7868000000000002,686.8000000000001,3.325585899670734,44.4336051252184,19.25596971461852,21.990390215492138,5.728013977868375,8.592020966802561,0
1446,1461,1994,Basic,1266.0,4,1,-64.12,1.06,67.57,137.8,248.38,4.89,239.6,0,1,0,9,22.0,-2.9145454545454546,698.24,4.596103212216956,9.67718835930339,19.73533455545371,35.57229605866178,0.7003322639780017,34.31484876260312,0
1447,1462,1993,BSc/MSc,4184.0,4,0,362.53,0.4,345.4,97.25,151.14,52.12,0.0,1,3,1,16,23.0,15.762173913043478,645.91,1.2864682919056725,53.4749423294267,15.056277190320632,23.399544828226844,8.069235652025824,0.0,0
1448,1463,1990,PhD,4263.0,1,0,779.03,0.23,122.58,560.65,244.49,22.56,98.24,0,4,1,20,26.0,29.962692307692308,1048.52,2.0496520447259363,11.690764124670965,53.470606187769434,23.31762865753634,2.1516041658718956,9.369396864151375,0
1449,1464,1977,Basic,2685.0,3,0,-25.0,1.0,52.9,931.3,140.47,30.34,156.92,0,1,0,9,39.0,-0.6410256410256411,1311.9299999999998,4.071787709497206,4.032227329202016,70.98701912449597,10.707126142400892,2.3126233869185095,11.961004016982614,0
1450,1465,1985,BSc/MSc,2348.0,2,1,276.06,0.58,226.82,137.25,283.83,31.45,31.56,0,3,1,16,31.0,8.90516129032258,710.91,2.5231047700170355,31.90558579848363,19.30624129636663,39.92488500654091,4.4239073863076905,4.439380512301136,0
1451,1466,1992,BSc/MSc,1701.0,2,1,-10.55,0.98,315.28,14.45,193.26,63.9,16.78,0,3,1,16,24.0,-0.4395833333333334,603.67,2.9574270037233,52.22721023075522,2.3936919177696425,32.01417993274471,10.58525353255918,2.779664386171253,0
1452,1467,1996,PhD,3737.0,4,0,310.62,0.55,365.29,167.8,180.48,7.0,29.67,0,4,1,20,20.0,15.531,750.24,1.672999732405673,48.68975261249734,22.366176156963107,24.056301983365323,0.9330347622094263,3.9547344849648116,0
1453,1468,1977,BSc/MSc,1864.0,4,0,-118.46,1.13,312.28,143.35,125.69,117.91,24.45,0,3,1,16,39.0,-3.0374358974358975,723.68,3.2353361945636623,43.15166924607561,19.808478885695337,17.36817377846562,16.293112978111875,3.3785651116515587,0
1454,1469,1982,Basic,952.0,4,0,-75.79,1.04,62.01,771.25,167.81,112.8,93.13,0,1,0,9,34.0,-2.229117647058824,1207.0,10.56547619047619,5.137531068765535,63.89809444904723,13.903065451532726,9.345484672742337,7.715824357912178,0
1455,1470,1986,BSc/MSc,3789.0,4,0,309.73,0.5,370.18,70.0,150.14,35.45,47.34,0,3,1,16,30.0,10.324333333333334,673.11,1.4804038004750595,54.99546879410497,10.399488939400692,22.305418133737426,5.266598327167922,7.0330258055889825,0
1456,1471,1989,High School,2072.0,4,0,706.79,0.32,178.81,722.9,0.0,135.58,34.34,0,2,0,12,27.0,26.177407407407404,1071.6299999999999,4.309966216216216,16.68579640360946,67.45798456556834,0.0,12.65175480343029,3.2044642273919175,0
1457,1472,1980,Basic,1179.0,4,1,1200.0,0.18,120.8,1100.2,241.6,4.0,34.56,0,1,0,9,36.0,33.333333333333336,1501.1599999999999,10.610404297427198,8.047110234751791,73.28998907511526,16.094220469503583,0.26646060379972825,2.3022196168296523,0
1458,1473,1992,High School,2617.0,4,1,503.32,0.19,504.54,64.45,61.01,1.89,23.78,0,2,0,12,24.0,20.971666666666668,655.67,2.087855050312062,76.95029511797094,9.829639910320742,9.304985739777633,0.2882547623042079,3.6268244696264893,0
1459,1474,1975,High School,2124.0,3,1,283.29,0.62,198.15,298.4,116.91,144.25,44.01,0,2,0,12,41.0,6.909512195121952,801.7199999999999,3.1454802259887007,24.715611435413866,37.21997704934391,14.582397844634038,17.99256598313626,5.489447687471936,0
1460,1475,1991,BSc/MSc,2957.0,1,0,296.62,0.51,212.93,103.9,236.6,52.9,55.79,0,3,1,16,25.0,11.8648,662.12,1.8659677601172358,32.158823174047,15.692019573491212,35.73370386032743,7.989488310276083,8.425965081858273,0
1461,1476,1993,Basic,2977.0,1,1,109.47,0.81,309.17,156.15,98.13,95.24,39.23,0,1,0,9,23.0,4.759565217391304,697.9200000000001,1.9536446086664427,44.29877349839523,22.37362448418157,14.0603507565337,13.64626318202659,5.620988078862906,0
1462,1477,1994,High School,3464.0,4,0,284.17,0.67,204.15,422.3,122.8,105.02,72.57,0,2,0,12,22.0,12.916818181818183,926.8399999999999,2.229695919938414,22.02645548314704,45.56341979198136,13.249320271028441,11.330974062405593,7.829830391437572,0
1463,1478,1981,BSc/MSc,4066.0,2,0,313.73,0.51,243.49,117.8,271.83,30.56,22.56,0,3,1,16,35.0,8.963714285714286,686.2399999999999,1.4064600754222,35.48175565399861,17.16600606201912,39.611506178596414,4.453252506411752,3.2874795989741203,0
1464,1479,1987,High School,3814.0,4,0,202.71,0.68,286.83,104.45,205.26,55.9,59.12,0,2,0,12,29.0,6.99,711.56,1.5547107149099806,40.310023047950985,14.679015121704426,28.846478160661082,7.855978413626399,8.308505256057114,0
1465,1480,1975,BSc/MSc,3008.0,1,1,21.8,0.92,409.52,47.8,154.25,1.0,2.78,0,3,1,16,41.0,0.5317073170731708,615.3499999999999,1.7047595301418437,66.55074347932072,7.767936946453238,25.06703502071992,0.1625091411391891,0.45177541236694574,0
1466,1481,1978,PhD,1510.0,4,1,150.91,0.77,218.04,177.8,338.62,1.89,15.89,0,4,1,20,38.0,3.971315789473684,752.24,4.151434878587197,28.985430181856852,23.63607359353398,45.01488886525577,0.25124960119110923,2.1123577581622888,0
1467,1482,1986,BSc/MSc,2652.0,4,1,-40.11,1.02,477.98,133.9,90.35,8.89,0.0,1,3,1,16,30.0,-1.337,711.12,2.2345399698340875,67.21509731128361,18.829452131848353,12.70530993362583,1.2501406232422094,0.0,0
1468,1483,1989,High School,1547.0,4,1,104.91,0.88,206.26,686.25,151.25,47.12,29.23,0,2,0,12,27.0,3.8855555555555554,1120.11,6.033775048480931,18.414262884895237,61.26630420226585,13.503138084652402,4.206729696190553,2.609565131995965,0
1469,1484,1980,Basic,1789.0,1,1,268.39,0.58,291.39,161.15,184.59,65.79,2.0,0,1,0,9,36.0,7.455277777777777,704.92,3.2835848705049373,41.336605572263515,22.860750156046077,26.18595017874369,9.332973954491292,0.2837201384554276,0
1470,1485,1997,BSc/MSc,2417.0,3,1,392.97,0.33,267.94,33.9,203.15,23.67,92.46,0,3,1,16,19.0,20.68263157894737,621.12,2.1414977244517996,43.138201957753736,5.457882534775888,32.70704533745492,3.810857805255023,14.88601236476043,0
1471,1486,1976,BSc/MSc,3882.0,1,1,428.42,0.29,463.2,53.35,94.35,17.78,8.0,0,3,1,16,40.0,10.7105,636.68,1.366735359780182,72.75240309103475,8.379405666897028,14.819061380913489,2.7926116730539676,1.2565181881007728,0
1472,1487,1997,BSc/MSc,3420.0,4,0,587.89,0.31,272.05,373.4,182.59,46.12,13.56,0,3,1,16,19.0,30.94157894736842,887.72,2.1630604288499025,30.645924390573605,42.06281259856711,20.568422475555355,5.1953318613977375,1.5275086739061865,0
1473,1488,1990,BSc/MSc,4326.0,4,0,67.81,0.86,346.62,136.15,173.81,33.34,0.0,1,3,1,16,26.0,2.608076923076923,689.92,1.3290183387270764,50.24060760667904,19.73417207792208,25.192775974025977,4.832444341372914,0.0,0
1474,1489,1980,High School,2336.0,1,1,27.8,0.91,341.51,52.8,160.03,22.45,26.56,0,2,0,12,36.0,0.7722222222222223,603.35,2.152361586757991,56.602303803762325,8.751139471285322,26.52357669677633,3.7208916880749148,4.402088340101102,0
1475,1490,1991,BSc/MSc,3373.0,1,0,39.45,0.9,272.05,64.45,266.05,40.34,7.67,0,3,1,16,25.0,1.578,650.56,1.607273445992687,41.81781849483522,9.90684948352189,40.89553615346779,6.200811608460404,1.1789842597147075,0
1476,1491,1993,Basic,934.0,4,1,-322.5,1.29,29.56,545.65,112.91,297.5,50.9,0,1,0,9,23.0,-14.021739130434783,1036.52,9.248037116345467,2.851850422567823,52.64249604445644,10.89318102882723,28.70180990236561,4.910662601782889,0
1477,1492,1987,Basic,1299.0,2,1,78.91,0.93,58.9,1060.75,241.49,29.45,45.01,0,1,0,9,29.0,2.7210344827586206,1435.6000000000001,9.209648447523737,4.102814154360546,73.8889662858735,16.821538032878237,2.051407077180273,3.135274449707439,0
1478,1493,1981,Basic,954.0,3,1,-25.0,1.0,78.35,506.2,129.58,86.46,204.37,0,1,0,9,35.0,-0.7142857142857143,1004.96,8.778476589797345,7.796330202197102,50.37016398662632,12.894045534150614,8.603327495621716,20.336132781404235,0
1479,1494,1976,BSc/MSc,4234.0,4,0,-45.9,1.03,246.49,108.35,180.59,87.24,42.01,0,3,1,16,40.0,-1.1475,664.6800000000001,1.308219178082192,37.08401035084552,16.301077210086053,27.169465005717036,13.125112836252029,6.320334597099356,0
1480,1495,1984,BSc/MSc,2645.0,1,1,372.65,0.27,510.54,0.0,72.68,11.89,0.0,1,3,1,16,32.0,11.6453125,595.11,1.874952741020794,85.78918183193022,0.0,12.21286820923863,1.9979499588311405,0.0,0
1481,1496,1979,BSc/MSc,2873.0,2,0,818.37,0.27,164.92,678.45,168.81,59.9,79.68,0,3,1,16,37.0,22.118108108108107,1151.7600000000002,3.34075878872259,14.318955337917618,58.90550114607209,14.65669931235674,5.200736264499548,6.918107939153989,0
1482,1497,1989,BSc/MSc,1294.0,3,1,419.96,0.56,66.57,555.65,285.61,71.57,39.12,0,3,1,16,27.0,15.554074074074073,1018.5200000000001,6.559247810407006,6.535954129521265,54.55464792051211,28.041668303027922,7.026862506381808,3.8408671405568864,0
1483,1498,1991,High School,2100.0,4,1,138.14,0.77,279.83,152.25,103.91,116.69,56.12,0,2,0,12,25.0,5.5256,708.8000000000001,2.812698412698413,39.47940180586907,21.47996613995485,14.659988713318285,16.46303611738149,7.917607223476297,0
1484,1499,1988,BSc/MSc,3838.0,2,0,-32.78,1.01,409.41,78.9,143.36,7.78,12.67,0,3,1,16,28.0,-1.1707142857142858,652.12,1.415928434948758,62.78138992823406,12.099000184015212,21.983683984542722,1.193031957308471,1.9428939458995276,0
1485,1500,1983,High School,3900.0,4,0,634.79,0.43,68.57,746.25,85.35,155.03,111.8,0,2,0,12,33.0,19.236060606060605,1167.0,2.4935897435897436,5.875749785775493,63.94601542416453,7.313624678663238,13.284490145672665,9.580119965724078,0
1486,1501,1990,High School,881.0,4,1,-25.0,1.0,79.57,624.55,243.49,76.57,70.46,0,2,0,12,26.0,-0.9615384615384616,1094.6399999999999,10.354143019296252,7.269056493459038,57.055287583132355,22.243842724548713,6.994993787912007,6.436819410947892,0
1487,1502,1976,Basic,4152.0,1,0,335.18,0.61,120.8,407.3,176.81,159.92,47.12,0,1,0,9,40.0,8.3795,911.95,1.8303428066795118,13.246340259882668,44.66253632326334,19.388124348922638,17.5360491255003,5.166949942431054,0
1488,1503,1990,BSc/MSc,1976.0,1,1,200.03,0.7,338.51,187.8,177.7,30.45,6.78,0,3,1,16,26.0,7.693461538461539,741.24,3.1260121457489882,45.66806972100804,25.335923587502023,23.973341967513896,4.107981220657277,0.9146835033187632,0
1489,1504,1995,High School,1988.0,2,1,125.35,0.81,306.39,187.8,166.03,78.57,37.45,0,2,0,12,21.0,5.969047619047619,776.24,3.2538564721663312,39.47103988457178,24.193548387096776,21.389003401009994,10.121869524889208,4.8245388024322375,0
1490,1505,1975,High School,1275.0,1,1,-159.91,1.09,48.9,1154.1,121.58,179.7,0.0,1,2,0,12,41.0,-3.9002439024390245,1504.28,9.8318954248366,3.2507245991437763,76.72108915893318,8.082271917462174,11.94591432446087,0.0,0
1491,1506,1995,High School,1044.0,4,0,-151.91,1.2,57.79,97.25,206.26,205.26,78.35,0,2,0,12,21.0,-7.233809523809524,644.91,5.147749042145593,8.96094028624149,15.079623513358452,31.982757283962105,31.82769688793785,12.1489820285001,0
1492,1507,1980,BSc/MSc,2413.0,3,1,511.1,0.18,532.1,54.45,52.12,7.89,4.0,0,3,1,16,36.0,14.197222222222223,650.5600000000001,2.246719160104987,81.79107230693556,8.369712247909494,8.011559272011803,1.21280127889818,0.6148548942449581,0
1493,1508,1992,High School,3787.0,3,0,-138.91,1.09,73.46,874.05,146.36,87.24,100.13,0,2,0,12,24.0,-5.787916666666667,1281.2399999999998,2.8193820966464216,5.7335081639661585,68.21906902688022,11.423308669726206,6.8090287533951495,7.8150853860322815,0
1494,1509,1976,High School,2031.0,4,1,194.04,0.7,189.48,166.7,312.28,29.56,42.34,0,2,0,12,40.0,4.851,740.3599999999999,3.0377482356802883,25.592954778756283,22.516073261656494,42.17948025284996,3.992652223242747,5.718839483494517,0
1495,1510,1990,BSc/MSc,3349.0,4,0,304.62,0.6,141.47,284.5,300.5,45.12,51.9,0,3,1,16,26.0,11.716153846153846,823.49,2.0490942569921367,17.17932215327448,34.5480819439216,36.49103207082053,5.479119357854983,6.3024444741284045,0
1496,1511,1989,BSc/MSc,1132.0,4,0,687.24,0.19,317.95,353.95,104.91,57.01,40.34,0,3,1,16,27.0,25.453333333333333,874.16,6.435217903415783,36.37206003477624,40.49029925871694,12.001235471767183,6.521689393246087,4.614715841493549,0
1497,1512,1986,BSc/MSc,1439.0,4,1,426.64,0.37,244.6,176.7,243.38,22.45,30.34,0,3,1,16,30.0,14.221333333333332,717.47,4.154910817697475,34.092017784715736,24.628207451182625,33.92197583174209,3.1290506920149967,4.228748240344544,0
1498,1513,1996,Basic,4268.0,1,0,594.13,0.32,67.68,435.65,200.15,115.8,95.24,0,1,0,9,20.0,29.7065,914.52,1.785613870665417,7.400603595328698,47.637011765735025,21.885798014258846,12.66238026505708,10.414206359620346,0
1499,1514,1991,BSc/MSc,3560.0,4,0,1.45,0.96,287.61,19.45,261.27,26.45,4.78,0,3,1,16,25.0,0.057999999999999996,599.56,1.4034644194756554,47.97017813062913,3.2440456334645407,43.576956434718795,4.411568483554607,0.7972513176329309,0
1500,1515,1978,BSc/MSc,3450.0,4,0,100.58,0.82,138.36,117.8,401.63,12.78,25.67,0,3,1,16,38.0,2.6468421052631577,696.2399999999999,1.6817391304347822,19.87245777318167,16.919453062162475,57.68556819487534,1.8355739400206825,3.6869470297598537,0
1501,1516,1990,High School,2993.0,4,0,249.04,0.66,106.91,246.7,271.83,102.13,74.79,0,2,0,12,26.0,9.578461538461537,802.36,2.2339904220960016,13.32444289346428,30.746796949000448,33.87880751782242,12.728700334014656,9.321252305698192,0
1502,1517,1994,BSc/MSc,3760.0,4,1,-151.11,1.24,447.64,0.0,126.58,0.0,17.89,1,3,1,16,22.0,-6.868636363636364,592.11,1.3123005319148937,75.6008174156829,0.0,21.37778453327929,0.0,3.021398051037814,0
1503,1518,1994,High School,3803.0,4,1,-53.45,1.04,327.73,97.25,151.14,34.34,28.45,0,2,0,12,22.0,-2.4295454545454547,638.9100000000001,1.4000131475151198,51.295174594230794,15.221236167848366,23.65591397849462,5.374778920348719,4.4528963390774905,0
1504,1519,1974,BSc/MSc,2793.0,1,1,438.99,0.12,486.76,0.0,56.01,47.23,5.0,1,3,1,16,42.0,10.452142857142857,595.0,1.7752715121136173,81.80840336134455,0.0,9.413445378151259,7.9378151260504195,0.8403361344537815,0
1505,1520,1990,Basic,2013.0,3,1,-124.02,1.12,79.46,327.85,294.5,29.45,99.02,0,1,0,9,26.0,-4.77,830.28,3.437158469945355,9.570265452618393,39.486679192561546,35.46996194055018,3.5469961940550174,11.926097220214867,0
1506,1521,1982,Basic,4159.0,1,0,375.52,0.54,273.94,368.4,198.26,0.0,39.12,1,1,0,9,34.0,11.044705882352941,879.7199999999999,1.7626833373407067,31.139453462465333,41.87696085117992,22.536716227890693,0.0,4.4468694584640565,0
1507,1522,1979,BSc/MSc,3838.0,2,0,85.69,0.84,154.92,123.35,316.95,46.12,44.23,0,3,1,16,37.0,2.3159459459459457,685.57,1.4885574083724162,22.597254839039042,17.992327552255784,46.231602899776824,6.727248858613999,6.451565850314337,0
1508,1523,1991,PhD,2873.0,2,1,445.09,0.25,489.98,14.45,95.35,1.89,21.78,0,4,1,20,25.0,17.8036,623.4499999999999,1.8083594384499362,78.59170743443742,2.317748015077392,15.293928943780577,0.3031518165049323,3.493463790199696,0
1509,1524,1996,BSc/MSc,2600.0,1,1,354.29,0.42,333.95,54.45,198.37,54.01,8.67,0,3,1,16,20.0,17.7145,649.4499999999999,2.081570512820513,51.42043267380091,8.384017245361461,30.544306721071678,8.31626761105551,1.3349757487104474,0
1510,1525,1983,BSc/MSc,4425.0,4,0,304.17,0.54,192.59,122.8,349.62,32.45,18.67,0,3,1,16,33.0,9.217272727272729,716.13,1.3486440677966103,26.893161856087584,17.14772457514697,48.8207448368313,4.531300182927681,2.6070685490064656,0
1511,1526,1990,BSc/MSc,2341.0,1,1,-30.78,1.01,347.4,88.35,164.81,5.78,31.34,0,3,1,16,26.0,-1.183846153846154,637.68,2.2699700982486117,54.478735415882575,13.854911554384644,25.845251536820978,0.9064107389286165,4.914690753983189,0
1512,1527,1977,BSc/MSc,1152.0,1,1,259.5,0.63,206.04,236.7,257.16,25.56,52.9,0,3,1,16,39.0,6.653846153846154,778.36,5.630497685185185,26.471041677372938,30.4100930160851,33.03869674700653,3.283827534816794,6.796341024718639,0
1513,1528,1980,High School,3596.0,4,0,20.01,0.94,224.93,298.4,162.92,80.46,45.01,0,2,0,12,36.0,0.5558333333333334,811.7199999999999,1.8810715609936963,27.71029419011482,36.761444833193714,20.070960429704826,9.912285024392647,5.5450155225939985,0
1514,1529,1995,BSc/MSc,1837.0,2,1,565.54,0.3,272.05,281.15,235.71,37.34,14.56,0,3,1,16,21.0,26.93047619047619,840.8100000000001,3.814235166031574,32.35570461816582,33.43799431500577,28.03368180682913,4.440955745055363,1.7316635149439232,0
1515,1530,1989,BSc/MSc,2286.0,4,1,511.66,0.16,484.76,53.9,78.57,11.89,9.89,0,3,1,16,27.0,18.950370370370372,639.01,2.329432779235929,75.86109763540476,8.43492277116164,12.295582228760113,1.8606907560132082,1.5477066086602713,0
1516,1531,1991,BSc/MSc,1600.0,3,1,244.16,0.59,297.5,88.35,220.04,28.34,19.45,0,3,1,16,25.0,9.766399999999999,653.6800000000001,3.404583333333334,45.51156529188594,13.515787541304611,33.66173051034145,4.3354546567127645,2.9754619997552316,0
1517,1532,1982,BSc/MSc,1137.0,4,0,504.43,0.34,182.59,275.05,209.93,71.79,57.79,0,3,1,16,34.0,14.836176470588235,797.1499999999999,5.842494869539724,22.905350310481094,34.50417110957788,26.335068682180275,9.005833281063792,7.249576616696984,0
1518,1533,1984,PhD,1999.0,1,1,377.42,0.29,465.2,0.0,114.02,0.0,23.78,1,4,1,20,32.0,11.794375,603.0,2.5137568784392195,77.14759535655058,0.0,18.908789386401324,0.0,3.943615257048093,0
1519,1534,1984,BSc/MSc,4286.0,1,0,-6.44,0.97,321.06,118.35,208.26,24.45,18.56,0,3,1,16,32.0,-0.20125,690.68,1.3428993622647378,46.484623848960446,17.13528696357213,30.15289280129727,3.5399895754908206,2.6872068106793305,0
1520,1535,1997,Basic,1024.0,4,0,115.47,0.85,198.26,470.1,178.81,57.79,36.12,0,1,0,9,19.0,6.077368421052632,941.08,7.658528645833333,21.067284396650653,49.953245207633785,19.000510052280358,6.1408169337357075,3.838143409699494,0
1521,1536,1991,BSc/MSc,1644.0,4,1,235.94,0.65,243.27,205.05,154.03,75.68,58.01,0,3,1,16,25.0,9.4376,736.04,3.730940794809408,33.05119286995272,27.858540296723007,20.926851801532525,10.282049888593013,7.881365143198739,0
1522,1537,1976,BSc/MSc,3380.0,2,1,31.01,0.91,411.41,60.0,124.58,18.56,37.45,0,3,1,16,40.0,0.77525,652.0,1.6074950690335308,63.09969325153375,9.202453987730062,19.107361963190183,2.846625766871165,5.743865030674847,0
1523,1538,1997,BSc/MSc,989.0,1,1,253.94,0.62,186.48,201.7,266.94,64.68,12.56,0,3,1,16,19.0,13.365263157894736,732.3599999999999,6.1708796764408484,25.46288710470261,27.5411000054618,36.44928723578568,8.831722103883338,1.7150035501665848,0
1524,1539,1982,BSc/MSc,2560.0,3,1,-25.0,1.0,285.72,373.95,176.81,62.79,7.89,0,3,1,16,34.0,-0.7352941176470589,907.16,2.952994791666667,31.49609771153931,41.222055646192516,19.490497817364083,6.921601481546806,0.8697473433572909,0
1525,1540,1993,BSc/MSc,2763.0,2,1,426.22,0.16,519.21,0.0,49.01,5.89,0.0,1,3,1,16,23.0,18.531304347826087,574.11,1.731541802388708,90.4373726289387,0.0,8.53669157478532,1.025935796275975,0.0,0
1526,1541,1983,Basic,1615.0,2,1,402.75,0.29,409.52,14.45,127.58,46.23,3.78,0,1,0,9,33.0,12.204545454545455,601.56,3.104024767801857,68.07633486269035,2.402087904780903,21.208192034044817,7.685018950728108,0.6283662477558348,0
